Date,Close,Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI 14
2014-07-23,240.2,,0.0,-0.0,,,,
2014-07-24,239.84,-0.3599999999999852,0.0,0.3599999999999852,,,,
2014-07-25,238.58,-1.259999999999991,0.0,1.259999999999991,,,,
2014-07-28,238.58,0.0,0.0,-0.0,,,,
2014-07-29,238.72,0.13999999999998636,0.13999999999998636,-0.0,,,,
2014-07-30,239.52,0.8000000000000114,0.8000000000000114,-0.0,,,,
2014-07-31,236.09,-3.430000000000007,0.0,3.430000000000007,,,,
2014-08-01,235.61,-0.47999999999998977,0.0,0.47999999999998977,,,,
2014-08-04,236.06,0.44999999999998863,0.44999999999998863,-0.0,,,,
2014-08-05,234.96,-1.0999999999999943,0.0,1.0999999999999943,,,,
2014-08-06,233.72,-1.240000000000009,0.0,1.240000000000009,,,,
2014-08-07,231.27,-2.4499999999999886,0.0,2.4499999999999886,,,,
2014-08-08,232.57,1.299999999999983,1.299999999999983,-0.0,,,,
2014-08-11,233.15,0.5800000000000125,0.5800000000000125,-0.0,0.23357142857142726,0.7371428571428547,0.31686046511627836,24.061810154525347
2014-08-12,232.72,-0.4300000000000068,0.0,0.4300000000000068,0.23357142857142726,0.7678571428571408,0.304186046511627,23.323823109843033
2014-08-13,235.04,2.319999999999993,2.319999999999993,-0.0,0.3992857142857125,0.7421428571428562,0.5380173243503351,34.98122653316638
2014-08-14,237.38,2.3400000000000034,2.3400000000000034,-0.0,0.5664285714285698,0.6521428571428568,0.8685651697699871,46.48300117233289
2014-08-15,236.98,-0.4000000000000057,0.0,0.4000000000000057,0.5664285714285698,0.6807142857142858,0.8321091290661046,45.41809851088194
2014-08-18,239.3,2.3200000000000216,2.3200000000000216,-0.0,0.7221428571428581,0.6807142857142858,1.0608604407135374,51.47657841140533
2014-08-19,240.73,1.4299999999999784,1.4299999999999784,-0.0,0.7671428571428558,0.6807142857142858,1.1269674711437543,52.98470646275279
2014-08-20,240.88,0.15000000000000568,0.15000000000000568,-0.0,0.7778571428571419,0.43571428571428533,1.7852459016393436,64.0965273690406
2014-08-21,241.65,0.7700000000000102,0.7700000000000102,-0.0,0.8328571428571426,0.40142857142857175,2.074733096085407,67.47685185185182
2014-08-22,241.29,-0.36000000000001364,0.0,0.36000000000001364,0.8007142857142863,0.42714285714285843,1.8745819397993266,65.21233275159972
2014-08-25,242.95,1.6599999999999966,1.6599999999999966,-0.0,0.9192857142857146,0.34857142857143025,2.6372950819672014,72.50704225352104
2014-08-26,244.25,1.3000000000000114,1.3000000000000114,-0.0,1.0121428571428583,0.26000000000000106,3.8928571428571317,79.56204379562038
2014-08-27,244.4,0.15000000000000568,0.15000000000000568,-0.0,1.0228571428571445,0.08500000000000187,12.033613445377906,92.32753062540282
2014-08-28,243.93,-0.46999999999999886,0.0,0.46999999999999886,0.9300000000000027,0.11857142857143035,7.843373493975808,88.69209809264294
2014-08-29,244.98,1.049999999999983,1.049999999999983,-0.0,0.9635714285714292,0.11857142857143035,8.126506024096269,89.04290429042891
2014-09-01,245.46,0.4800000000000182,0.4800000000000182,-0.0,0.9978571428571448,0.08785714285714416,11.357723577235626,91.90789473684201
2014-09-02,245.25,-0.21000000000000796,0.0,0.21000000000000796,0.8321428571428596,0.10285714285714473,8.090277777777654,88.99923605805944
2014-09-03,246.28,1.0300000000000011,1.0300000000000011,-0.0,0.7385714285714309,0.10285714285714473,7.180555555555447,87.7758913412562
2014-09-04,244.88,-1.4000000000000057,0.0,1.4000000000000057,0.7385714285714309,0.17428571428571615,4.237704918032755,80.90766823161178
2014-09-05,245.34,0.46000000000000796,0.46000000000000796,-0.0,0.605714285714287,0.17428571428571615,3.475409836065544,77.65567765567751
2014-09-08,245.55,0.21000000000000796,0.21000000000000796,-0.0,0.518571428571432,0.17428571428571615,2.9754098360655616,74.84536082474219
2014-09-09,245.07,-0.4800000000000182,0.0,0.4800000000000182,0.5078571428571459,0.20857142857143174,2.4349315068492925,70.88733798604169
2014-09-10,246.15,1.0800000000000125,1.0800000000000125,-0.0,0.5300000000000031,0.20857142857143174,2.5410958904109355,71.76015473887796
2014-09-11,246.17,0.01999999999998181,0.01999999999998181,-0.0,0.5314285714285732,0.18285714285714505,2.906249999999975,74.39999999999984
2014-09-12,245.16,-1.009999999999991,0.0,1.009999999999991,0.412857142857145,0.25500000000000156,1.6190476190476175,61.8181818181818
