Date,Close,Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI 14
2014-07-23,2709.89,,0.0,-0.0,,,,
2014-07-24,2672.94,-36.94999999999982,0.0,36.94999999999982,,,,
2014-07-25,2661.62,-11.320000000000164,0.0,11.320000000000164,,,,
2014-07-28,2636.58,-25.039999999999964,0.0,25.039999999999964,,,,
2014-07-29,2665.14,28.559999999999945,28.559999999999945,-0.0,,,,
2014-07-30,2692.61,27.470000000000255,27.470000000000255,-0.0,,,,
2014-07-31,2623.54,-69.07000000000016,0.0,69.07000000000016,,,,
2014-08-01,2619.24,-4.300000000000182,0.0,4.300000000000182,,,,
2014-08-04,2638.27,19.0300000000002,19.0300000000002,-0.0,,,,
2014-08-05,2632.88,-5.389999999999873,0.0,5.389999999999873,,,,
2014-08-06,2634.68,1.7999999999997272,1.7999999999997272,-0.0,,,,
2014-08-07,2597.89,-36.789999999999964,0.0,36.789999999999964,,,,
2014-08-08,2632.68,34.789999999999964,34.789999999999964,-0.0,,,,
2014-08-11,2646.52,13.840000000000146,13.840000000000146,-0.0,8.963571428571445,13.490000000000009,0.6644604468918783,39.92047081278832
2014-08-12,2635.24,-11.2800000000002,0.0,11.2800000000002,8.963571428571445,14.29571428571431,0.6270110922354353,38.5376040291128
2014-08-13,2689.73,54.49000000000024,54.49000000000024,-0.0,12.855714285714319,11.656428571428608,1.1028862062626381,52.44630940933064
2014-08-14,2730.07,40.340000000000146,40.340000000000146,-0.0,15.737142857142901,10.847857142857167,1.4507144268124061,59.19557215400738
2014-08-15,2754.97,24.899999999999636,24.899999999999636,-0.0,17.515714285714303,9.05928571428574,1.9334542300717459,65.91049590108852
2014-08-18,2783.37,28.40000000000009,28.40000000000009,-0.0,17.504285714285743,9.05928571428574,1.9321926988882732,65.89582941192285
2014-08-19,2797.85,14.480000000000018,14.480000000000018,-0.0,16.576428571428583,9.05928571428574,1.829772135929981,64.66146558930059
2014-08-20,2790.16,-7.690000000000055,0.0,7.690000000000055,16.576428571428583,4.675000000000019,3.545760122230698,78.00147889217526
2014-08-21,2765.27,-24.889999999999873,0.0,24.889999999999873,16.576428571428583,6.145714285714283,2.6972338447233875,72.95275219263779
2014-08-22,2783.48,18.210000000000036,18.210000000000036,-0.0,16.517857142857142,6.145714285714283,2.6877033937703403,72.88285164991018
2014-08-25,2850.43,66.94999999999982,66.94999999999982,-0.0,21.299999999999986,5.760714285714292,3.6974581525108428,78.71189124983499
2014-08-26,2886.1,35.67000000000007,35.67000000000007,-0.0,23.719285714285725,5.760714285714292,4.1174209547427125,80.4589067648769
2014-08-27,2877.78,-8.319999999999709,0.0,8.319999999999709,23.719285714285725,3.7271428571428453,6.36393254120355,86.42029928432015
2014-08-28,2864.96,-12.820000000000164,0.0,12.820000000000164,21.23428571428573,4.642857142857143,4.573538461538464,82.0580766258143
2014-08-29,2892.71,27.75,27.75,-0.0,22.227857142857147,4.642857142857143,4.787538461538462,82.72149711581913
2014-09-02,2888.21,-4.5,0.0,4.5,22.227857142857147,4.158571428571414,5.345070422535231,84.23973362930083
2014-09-03,2882.03,-6.179999999999836,0.0,6.179999999999836,18.33571428571427,4.599999999999974,3.986024844720516,79.9439426969792
2014-09-04,2834.19,-47.840000000000146,0.0,47.840000000000146,15.45428571428569,8.017142857142842,1.9276550249465438,65.8429701765064
2014-09-05,2831.61,-2.5799999999999272,0.0,2.5799999999999272,13.675714285714289,8.20142857142855,1.667479533182377,62.51142745200477
2014-09-08,2855.8,24.190000000000055,24.190000000000055,-0.0,13.375,8.20142857142855,1.6308134471346496,61.98894296024106
2014-09-09,2818.29,-37.51000000000022,0.0,37.51000000000022,12.340714285714284,10.88071428571428,1.1341823672290428,53.14364810827439
2014-09-10,2872.67,54.38000000000011,54.38000000000011,-0.0,16.225000000000005,10.331428571428562,1.570450774336285,61.09631781381966
2014-09-11,2859.89,-12.7800000000002,0.0,12.7800000000002,16.225000000000005,9.466428571428585,1.7139515581377782,63.15335854092525
2014-09-12,2823.51,-36.379999999999654,0.0,36.379999999999654,14.924285714285718,12.064999999999989,1.236990113077972,55.29707555908432
2014-09-15,2780.45,-43.0600000000004,0.0,43.0600000000004,10.142142857142874,15.140714285714305,0.6698589423031563,40.11470222624027
2014-09-16,2833.7,53.25,53.25,-0.0,11.397857142857154,15.140714285714305,0.7527952068688963,42.94826936534424
2014-09-17,2854.24,20.539999999999964,20.539999999999964,-0.0,12.865000000000009,14.54642857142861,0.8844095261478009,46.93297894517402
2014-09-18,2877.36,23.120000000000346,23.120000000000346,-0.0,14.516428571428605,13.630714285714314,1.0649793009484885,51.573364462264635
2014-09-19,2879.62,2.2599999999997635,2.2599999999997635,-0.0,12.695714285714303,13.630714285714314,0.9314049153697,48.22421792332527
2014-09-22,2850.45,-29.170000000000073,0.0,29.170000000000073,12.695714285714303,15.392857142857176,0.8247795823665887,45.19886074661782
2014-09-23,2842.31,-8.139999999999873,0.0,8.139999999999873,12.695714285714303,15.532857142857178,0.8173457187528733,44.974696356275274
2014-09-24,2923.63,81.32000000000016,81.32000000000016,-0.0,18.504285714285743,12.11571428571431,1.527296309397476,60.43202388728188
2014-09-25,2862.99,-60.64000000000033,0.0,60.64000000000033,18.504285714285743,16.262857142857197,1.1378250175685152,53.22348687184118
2014-09-26,2891.72,28.730000000000018,28.730000000000018,-0.0,18.828571428571454,16.262857142857197,1.1577652846099766,53.65575639146714
2014-09-29,2888.71,-3.0099999999997635,0.0,3.0099999999997635,18.828571428571454,13.79857142857145,1.3645304896987263,57.70830596786198
2014-09-30,2859.12,-29.590000000000146,0.0,29.590000000000146,14.944285714285732,15.912142857142888,0.9391749337882114,48.43167665918191
2014-10-01,2819.84,-39.279999999999745,0.0,39.279999999999745,14.944285714285732,17.805,0.8393308460705269,45.63240201531116
