Buy Date,Buy Price,Buy RSI,Sell Date,Sell Price,Sell RSI,Trade Return ($),Trade Return (%),True Positive
2015-04-30,68.7767,25.389656564103632,2015-05-20,78.2467,82.49828414550441,9.469999999999999,13.76919799874085,True
2015-08-06,81.0933,24.023286334421357,2015-11-02,70.98,74.57457457457454,-10.113299999999995,-12.471190591577844,False
2016-01-07,61.82,25.525339925834402,2016-04-06,57.59,77.65196662693685,-4.229999999999997,-6.842445810417336,False
2016-05-04,50.74,26.912755866200683,2016-05-25,56.79,72.2730471498944,6.049999999999997,11.923531730390218,True
2016-06-22,53.3,23.500810372771454,2016-07-18,57.51,79.68157695223651,4.210000000000001,7.898686679174487,True
2016-10-12,61.27,26.256281407035203,2016-11-14,68.13,71.93877551020407,6.859999999999992,11.196344050922134,True
2017-04-05,66.93,28.5051340937993,2017-04-26,70.55,74.39353099730461,3.6199999999999903,5.408635888241432,True
2017-08-10,74.47,27.879213483146117,2017-08-30,81.56,79.41908713692952,7.090000000000003,9.520612327111595,True
2017-10-20,85.62,22.863741339492066,2017-12-27,85.88,70.98372257607923,0.2599999999999909,0.30366736743750394,True
2018-03-27,87.16,29.9947835159103,2018-05-14,92.82,70.14547754585703,5.659999999999997,6.493804497475902,True
2018-07-27,94.97,26.55677655677657,2018-08-30,99.93,70.37643207855973,4.960000000000008,5.222701905865018,True
2018-09-17,94.3,27.6570048309179,2019-01-10,82.16,70.26529108327192,-12.14,-12.873806998939555,False
2019-05-01,83.64,22.607655502392348,2019-06-20,86.97,72.85974499089254,3.3299999999999983,3.9813486370157793,True
2019-09-30,76.25,26.740237691001596,2019-10-21,80.09,72.33169129720858,3.8400000000000034,5.036065573770497,True
2020-02-27,87.57,26.140155728587303,2020-04-09,83.43,70.53084648493541,-4.139999999999986,-4.727646454265145,False
2020-09-04,105.29,29.518916394208304,2020-10-13,122.2,78.98711683696133,16.909999999999997,16.060404596827805,True
2020-11-02,112.76,29.42458587619879,2020-11-17,126.74,76.56779661016951,13.97999999999999,12.398013479957422,True
2021-02-26,148.0,29.657712305025996,2021-06-09,134.71,72.57169287696583,-13.289999999999992,-8.979729729729724,False
2021-07-15,125.94,27.489091630305495,2021-09-02,136.53,70.15228426395939,10.590000000000003,8.408766079085282,True
2021-10-13,125.01,29.18388429752065,2022-07-05,80.99,81.38543516873888,-44.02000000000001,-35.21318294536438,False
2022-08-30,83.1,29.74515024724228,2023-05-22,87.47,70.09345794392527,4.3700000000000045,5.258724428399524,True
2023-06-27,82.92,26.61870503597119,2023-11-30,75.52,79.5499669093316,-7.400000000000006,-8.924264351181868,False
2024-03-18,92.95,25.298210735586466,2024-05-14,90.78,70.16509433962267,-2.1700000000000017,-2.334588488434644,False
